"","X","d","d_h","h","a","mean_diff","mean_h","mean_p","U95","L95","U90","L90","U80","L80","C95","C90","C80","d_hat"
"19",19,-3,1,3,0.1,0.710215485503793,0.690950292141736,0.862288797940845,2.28850013956144,-0.612433030097426,2.04468779632909,-0.367690989390368,1.77198661368434,-0.0928359933609675,0,0,0.014,0.839574474741913
"20",20,-3,2,3,0.1,0.681384692474314,1.77759695952896,1.82329242797051,3.46106224817717,0.370703474840468,3.16713678837384,0.596718902202602,2.84376034603131,0.856924579558498,0,0,0,1.83107924896045
"21",21,-3,3,3,0.1,0.636847482562999,2.44225647754035,2.56837663533737,4.46489686778679,0.994185717483742,4.11456914739073,1.2263862168883,3.73071721264714,1.49741063121815,0,0,0,2.57843125125865
"22",22,-3,-3,4,0.1,0.371939841972426,-2.36595694438079,-2.00610207064601,-0.215183540991534,-4.63825939297459,-0.470671344429137,-4.16708728592991,-0.77916127699172,-3.64678158702211,0.828,0.832,0.972,-2.14187305536489
"23",23,-3,-2,4,0.1,0.757022101873337,-1.36966313525823,-1.7107407814552,0.097087501196419,-3.89453225891764,-0.142924445400169,-3.46989377227768,-0.43049794298339,-3.00471296390301,0.618,0.634,0.784,-1.65969318384725
"24",24,-3,-1,4,0.1,1.05455148635898,-0.279940201904151,-1.15396297347543,0.654282300571616,-2.72743425896003,0.430657335492207,-2.38451968987188,0.169306421806163,-2.00448385315132,0.038,0.322,0.35,-0.880762293016407
"25",25,-3,0,4,0.1,0.918339716849799,0.384335888367395,-0.240252588066083,1.3670999733872,-1.58318114110293,1.14843638242873,-1.30365658661794,0.898835725760284,-0.996768968973384,0,0.01,0.088,-0.0327170402494846
"26",26,-3,1,4,0.1,0.752372900802019,0.550635120131627,0.862288797940845,2.17257993893416,-0.611572468359172,1.9423144917622,-0.375057091298397,1.68210678667118,-0.110232048893457,0,0,0.014,0.787094625793523
"27",27,-3,2,4,0.1,0.698465099442264,1.54189096130707,1.82329242797051,3.30086281824199,0.35683082782351,3.02762707285606,0.575596866275799,2.72177456214182,0.826280933154642,0,0,0,1.75684701122082
"28",28,-3,3,4,0.1,0.663016178575752,2.21656687101316,2.56837663533737,4.30256649984842,0.988533088285268,3.97179844454202,1.2118689763416,3.60633671661185,1.47212461080538,0,0,0,2.50633233720003
"29",29,-3,-3,1,0.3,0.33767951228186,-2.30207563998545,-2.00610207064601,-0.225232684804288,-4.81430272202674,-0.490911179651067,-4.32850978127997,-0.811920267985901,-3.79116399747836,0.828,0.832,0.968,-2.22757435563232
"30",30,-3,-2,1,0.3,0.869605791857842,-0.997777820157779,-1.7107407814552,0.192489539004553,-3.842201107721,-0.0525963540822033,-3.41511631279586,-0.344983217516828,-2.94575930989005,0.54,0.634,0.67,-1.58752480590011
"31",31,-3,-1,1,0.3,1.13355430470587,-0.145691255052942,-1.15396297347543,0.707228405079096,-2.77837206139373,0.476992809416018,-2.42351872259408,0.20880371928403,-2.03308931219512,0.032,0.308,0.35,-0.874391300426831
"32",32,-3,0,1,0.3,1.06819942774619,0.67338689749216,-0.240252588066083,1.47576982293545,-1.56565696068423,1.24917752131033,-1.27995784969309,0.989656114970536,-0.963693437255224,0,0.01,0.088,0.0294183719842768
"33",33,-3,1,1,0.3,1.10338410245942,-0.0903405930139406,0.862288797940845,2.10368967622373,-0.802851226393106,1.86692307138525,-0.551372068299803,1.59974532257727,-0.26972505804291,0,0.014,0.016,0.66887112982362
